URL,Page Type,Exists,Published,Indexable,Canonical,Noindex,Sitemap,Navigation,Internal Links (inbound),Search Intent,Primary Entity,Content Quality,Duplicate Risk,Thin Risk,Words,Max Overlap,Recommended Action,Reason
/developers/webhooks,Developer docs,Yes,Yes,Yes,https://paynancial.com/developers/webhooks,No,Yes,Header+Footer,29,Informational,Webhooks,Good,Low,Low,766,8%,KEEP,
/sandbox,Developer docs,Yes,Yes,Yes,https://paynancial.com/sandbox,No,Yes,Header+Footer,33,Informational,Sandbox,Good,Low,Low,1185,24%,KEEP,
/,Homepage,Yes,Yes,Yes,https://paynancial.com/,No,Yes,Header+Footer,95,Navigational / brand,Paynancial,Good,Low,Low,767,9%,KEEP,
/business-services/jurisdictions/british-virgin-islands,Jurisdiction,Yes,Yes,No,https://paynancial.com/business-services/jurisdictions/british-virgin-islands,Yes,No,—,6,Informational,Company Incorporation in British Virgin Islands,Low,High,Low,795,83%,IMPROVE (keep NOINDEX),"Copy-and-replace template (83% overlap); rebuild from verified official sources before any indexing (§20, §46)"
/business-services/jurisdictions/cayman-islands,Jurisdiction,Yes,Yes,No,https://paynancial.com/business-services/jurisdictions/cayman-islands,Yes,No,—,6,Informational,Company Incorporation in Cayman Islands,Low,High,Low,776,83%,IMPROVE (keep NOINDEX),"Copy-and-replace template (83% overlap); rebuild from verified official sources before any indexing (§20, §46)"
/business-services/jurisdictions/cyprus,Jurisdiction,Yes,Yes,No,https://paynancial.com/business-services/jurisdictions/cyprus,Yes,No,—,6,Informational,Company Incorporation in Cyprus,Low,High,Low,750,81%,IMPROVE (keep NOINDEX),"Copy-and-replace template (81% overlap); rebuild from verified official sources before any indexing (§20, §46)"
/business-services/jurisdictions/guernsey,Jurisdiction,Yes,Yes,No,https://paynancial.com/business-services/jurisdictions/guernsey,Yes,No,—,7,Informational,Company Incorporation in Guernsey,Low,High,Low,753,81%,IMPROVE (keep NOINDEX),"Copy-and-replace template (81% overlap); rebuild from verified official sources before any indexing (§20, §46)"
/business-services/jurisdictions/hong-kong,Jurisdiction,Yes,Yes,No,https://paynancial.com/business-services/jurisdictions/hong-kong,Yes,No,—,4,Informational,Company Incorporation in Hong Kong,Low,High,Low,756,81%,IMPROVE (keep NOINDEX),"Copy-and-replace template (81% overlap); rebuild from verified official sources before any indexing (§20, §46)"
/business-services/jurisdictions/ireland,Jurisdiction,Yes,Yes,No,https://paynancial.com/business-services/jurisdictions/ireland,Yes,No,—,6,Informational,Company Incorporation in Ireland,Low,High,Low,748,81%,IMPROVE (keep NOINDEX),"Copy-and-replace template (81% overlap); rebuild from verified official sources before any indexing (§20, §46)"
/business-services/jurisdictions/luxembourg,Jurisdiction,Yes,Yes,No,https://paynancial.com/business-services/jurisdictions/luxembourg,Yes,No,—,5,Informational,Company Incorporation in Luxembourg,Low,High,Low,751,82%,IMPROVE (keep NOINDEX),"Copy-and-replace template (82% overlap); rebuild from verified official sources before any indexing (§20, §46)"
/business-services/jurisdictions/malaysia,Jurisdiction,Yes,Yes,No,https://paynancial.com/business-services/jurisdictions/malaysia,Yes,No,—,4,Informational,Company Incorporation in Malaysia,Low,High,Low,732,82%,IMPROVE (keep NOINDEX),"Copy-and-replace template (82% overlap); rebuild from verified official sources before any indexing (§20, §46)"
/business-services/jurisdictions/mauritius,Jurisdiction,Yes,Yes,No,https://paynancial.com/business-services/jurisdictions/mauritius,Yes,No,—,3,Informational,Company Incorporation in Mauritius,Low,High,Low,699,78%,IMPROVE (keep NOINDEX),"Copy-and-replace template (78% overlap); rebuild from verified official sources before any indexing (§20, §46)"
/business-services/jurisdictions/puerto-rico,Jurisdiction,Yes,Yes,No,https://paynancial.com/business-services/jurisdictions/puerto-rico,Yes,No,—,5,Informational,Company Incorporation in Puerto Rico,Low,High,Low,779,80%,IMPROVE (keep NOINDEX),"Copy-and-replace template (80% overlap); rebuild from verified official sources before any indexing (§20, §46)"
/business-services/jurisdictions/saint-vincent-and-the-grenadines,Jurisdiction,Yes,Yes,No,https://paynancial.com/business-services/jurisdictions/saint-vincent-and-the-grenadines,Yes,No,—,6,Informational,Company Incorporation in Saint Vincent and the Grenadines,Low,High,Low,834,80%,IMPROVE (keep NOINDEX),"Copy-and-replace template (80% overlap); rebuild from verified official sources before any indexing (§20, §46)"
/business-services/jurisdictions/saudi-arabia,Jurisdiction,Yes,Yes,No,https://paynancial.com/business-services/jurisdictions/saudi-arabia,Yes,No,—,4,Informational,Company Incorporation in Saudi Arabia,Low,High,Low,732,79%,IMPROVE (keep NOINDEX),"Copy-and-replace template (79% overlap); rebuild from verified official sources before any indexing (§20, §46)"
/business-services/jurisdictions/singapore,Jurisdiction,Yes,Yes,No,https://paynancial.com/business-services/jurisdictions/singapore,Yes,No,—,5,Informational,Company Incorporation in Singapore,Low,High,Low,734,82%,IMPROVE (keep NOINDEX),"Copy-and-replace template (82% overlap); rebuild from verified official sources before any indexing (§20, §46)"
/business-services/jurisdictions/uae,Jurisdiction,Yes,Yes,No,https://paynancial.com/business-services/jurisdictions/uae,Yes,No,—,4,Informational,Company Incorporation in United Arab Emirates,Low,High,Low,751,79%,IMPROVE (keep NOINDEX),"Copy-and-replace template (79% overlap); rebuild from verified official sources before any indexing (§20, §46)"
/business-services/jurisdictions/united-kingdom,Jurisdiction,Yes,Yes,No,https://paynancial.com/business-services/jurisdictions/united-kingdom,Yes,No,—,2,Informational,Company Incorporation in United Kingdom,Low,High,Low,777,82%,IMPROVE (keep NOINDEX),"Copy-and-replace template (82% overlap); rebuild from verified official sources before any indexing (§20, §46)"
/business-services/jurisdictions,Jurisdiction directory,Yes,Yes,No,https://paynancial.com/business-services/jurisdictions,Yes,No,—,29,Informational,Jurisdiction Directory — Where Would You Like to Incorporate?,Low,High,Low,531,68%,KEEP NOINDEX,No jurisdiction approved yet (served_confirmed + content_verified)
/legal/cookie-policy,Legal,Yes,Yes,Yes,https://paynancial.com/legal/cookie-policy,No,Yes,Footer,4,Informational,Cookie Policy,Good,Low,Low,519,8%,KEEP,
/legal/privacy-policy,Legal,Yes,Yes,Yes,https://paynancial.com/legal/privacy-policy,No,Yes,Footer,9,Informational,Privacy Policy,Good,Low,Low,1298,8%,KEEP,
/legal/refund-policy,Legal,Yes,Yes,Yes,https://paynancial.com/legal/refund-policy,No,Yes,Footer,7,Informational,Refund Policy,Good,Low,Low,718,7%,KEEP,
/legal/terms-conditions,Legal,Yes,Yes,Yes,https://paynancial.com/legal/terms-conditions,No,Yes,Footer,9,Informational,Terms & Conditions,Good,Low,Low,1033,8%,KEEP,
/products/accept-and-collect,Product / capability / category,Yes,Yes,Yes,https://paynancial.com/products/accept-and-collect,No,Yes,Header,10,Commercial,Accept & Collect Payments,Good,Low,Low,1035,29%,KEEP,
/products/bulk-payouts,Product / capability / category,Yes,Yes,Yes,https://paynancial.com/products/bulk-payouts,No,Yes,Header,12,Commercial,Bulk Payouts,Medium,Medium,Low,1059,42%,KEEP,
/products/chargebacks,Product / capability / category,Yes,Yes,Yes,https://paynancial.com/products/chargebacks,No,Yes,Header,4,Commercial,Chargebacks & Disputes,Good,Low,Low,1277,32%,KEEP,
/products/employee-payments,Product / capability / category,Yes,Yes,Yes,https://paynancial.com/products/employee-payments,No,Yes,Header,6,Commercial,Employee Payments,Medium,Medium,Low,968,42%,KEEP,
/products/mis-reports,Product / capability / category,Yes,Yes,Yes,https://paynancial.com/products/mis-reports,No,Yes,Header,4,Commercial,MIS & Reports,Good,Low,Low,1161,37%,KEEP,
/products/partner-payments,Product / capability / category,Yes,Yes,Yes,https://paynancial.com/products/partner-payments,No,Yes,Header,7,Commercial,Partner Payments,Medium,Medium,Low,1063,47%,KEEP,
/products/payment-analytics,Product / capability / category,Yes,Yes,Yes,https://paynancial.com/products/payment-analytics,No,Yes,Header,36,Commercial,Payment Analytics,Good,Low,Low,898,39%,KEEP,
/products/payment-collection,Product / capability / category,Yes,Yes,Yes,https://paynancial.com/products/payment-collection,No,Yes,Header+Footer,19,Commercial,Smart Collections,Good,Low,Low,842,33%,KEEP,
/products/payment-gateway,Product / capability / category,Yes,Yes,Yes,https://paynancial.com/products/payment-gateway,No,Yes,Header+Footer,60,Commercial,Payment Gateway,Good,Low,Low,1057,39%,KEEP,
/products/payment-links,Product / capability / category,Yes,Yes,Yes,https://paynancial.com/products/payment-links,No,Yes,Header+Footer,21,Commercial,Payment Links,Good,Low,Low,958,38%,KEEP,
/products/payouts,Product / capability / category,Yes,Yes,Yes,https://paynancial.com/products/payouts,No,Yes,Header,26,Commercial,Payouts,Good,Low,Low,936,35%,KEEP,
/products/reconciliation,Product / capability / category,Yes,Yes,Yes,https://paynancial.com/products/reconciliation,No,Yes,Header,15,Commercial,Payment Reconciliation,Good,Low,Low,904,36%,KEEP,
/products/refunds,Product / capability / category,Yes,Yes,Yes,https://paynancial.com/products/refunds,No,Yes,Header,16,Commercial,Refunds,Good,Low,Low,1016,36%,KEEP,
/products/settlements,Product / capability / category,Yes,Yes,Yes,https://paynancial.com/products/settlements,No,Yes,Header,14,Commercial,Settlements,Good,Low,Low,881,36%,KEEP,
/products/upi-payments,Product / capability / category,Yes,Yes,Yes,https://paynancial.com/products/upi-payments,No,Yes,Header,8,Commercial,UPI Payments,Good,Low,Low,974,32%,KEEP,
/products/vendor-payments,Product / capability / category,Yes,Yes,Yes,https://paynancial.com/products/vendor-payments,No,Yes,Header,8,Commercial,Vendor Payments,Medium,Medium,Low,1057,47%,KEEP,
/products/embedded-billing,Product guide (capability unconfirmed),Yes,Yes,Yes,https://paynancial.com/products/embedded-billing,No,Yes,Header,4,Informational,Embedded Billing,Good,Low,Low,1168,33%,DECISION: NOINDEX per §37 or keep indexed,Indexed on owner request; capability not verified (§37.3)
/products/embedded-payments,Product guide (capability unconfirmed),Yes,Yes,Yes,https://paynancial.com/products/embedded-payments,No,Yes,Header,7,Informational,Embedded Payments,Good,Low,Low,1303,28%,DECISION: NOINDEX per §37 or keep indexed,Indexed on owner request; capability not verified (§37.3)
/products/embedded-payouts,Product guide (capability unconfirmed),Yes,Yes,Yes,https://paynancial.com/products/embedded-payouts,No,Yes,Header,7,Informational,Embedded Payouts,Good,Low,Low,1241,33%,DECISION: NOINDEX per §37 or keep indexed,Indexed on owner request; capability not verified (§37.3)
/products/expense-management,Product guide (capability unconfirmed),Yes,Yes,Yes,https://paynancial.com/products/expense-management,No,Yes,Header,4,Informational,Expense Management,Good,Low,Low,1118,27%,DECISION: NOINDEX per §37 or keep indexed,Indexed on owner request; capability not verified (§37.3)
/products/international-payments,Product guide (capability unconfirmed),Yes,Yes,Yes,https://paynancial.com/products/international-payments,No,Yes,Header,4,Informational,International Payments,Good,Low,Low,1163,22%,DECISION: NOINDEX per §37 or keep indexed,Indexed on owner request; capability not verified (§37.3)
/products/invoice-management,Product guide (capability unconfirmed),Yes,Yes,Yes,https://paynancial.com/products/invoice-management,No,Yes,Header,6,Informational,Invoice Payments,Good,Low,Low,1173,24%,DECISION: NOINDEX per §37 or keep indexed,Indexed on owner request; capability not verified (§37.3)
/products/payment-pages,Product guide (capability unconfirmed),Yes,Yes,Yes,https://paynancial.com/products/payment-pages,No,Yes,Header,4,Informational,Payment Pages,Good,Low,Low,1262,38%,DECISION: NOINDEX per §37 or keep indexed,Indexed on owner request; capability not verified (§37.3)
/products/split-payments,Product guide (capability unconfirmed),Yes,Yes,Yes,https://paynancial.com/products/split-payments,No,Yes,Header,7,Informational,Split Payments,Good,Low,Low,1225,27%,DECISION: NOINDEX per §37 or keep indexed,Indexed on owner request; capability not verified (§37.3)
/products/wallet-infrastructure,Product guide (capability unconfirmed),Yes,Yes,Yes,https://paynancial.com/products/wallet-infrastructure,No,Yes,Header,4,Informational,Wallet Infrastructure,Good,Low,Low,1159,25%,DECISION: NOINDEX per §37 or keep indexed,Indexed on owner request; capability not verified (§37.3)
/products/white-label-payments,Product guide (capability unconfirmed),Yes,Yes,Yes,https://paynancial.com/products/white-label-payments,No,Yes,Header,4,Informational,White-Label Payments,Good,Low,Low,1185,28%,DECISION: NOINDEX per §37 or keep indexed,Indexed on owner request; capability not verified (§37.3)
/embedded-finance,Product pillar,Yes,Yes,Yes,https://paynancial.com/embedded-finance,No,Yes,Header,10,Commercial,Embedded Finance,Good,Low,Low,1272,36%,KEEP,
/financial-operations,Product pillar,Yes,Yes,Yes,https://paynancial.com/financial-operations,No,Yes,Header,15,Commercial,Financial Operations,Good,Low,Low,1169,36%,KEEP,
/pay-and-move-money,Product pillar,Yes,Yes,Yes,https://paynancial.com/pay-and-move-money,No,Yes,Header,12,Commercial,Pay & Move Money,Good,Low,Low,1247,33%,KEEP,
/resources,Resources,Yes,Yes,Yes,https://paynancial.com/resources,No,Yes,Header+Footer,1,Informational,Resources,Good,Low,Low,634,14%,KEEP,
/resources/faqs,Resources,Yes,Yes,Yes,https://paynancial.com/resources/faqs,No,Yes,Header+Footer,3,Informational,FAQs,Good,Low,Low,2374,4%,KEEP,
/solutions,Solution / industry,Yes,Yes,Yes,https://paynancial.com/solutions,No,Yes,—,10,Commercial,Solutions,Good,Low,Low,943,5%,KEEP,
/solutions/e-commerce,Solution / industry,Yes,Yes,Yes,https://paynancial.com/solutions/e-commerce,No,Yes,Header+Footer,12,Commercial,E-Commerce Payments,Good,Low,Low,843,31%,KEEP,
/solutions/education,Solution / industry,Yes,Yes,Yes,https://paynancial.com/solutions/education,No,Yes,Header+Footer,10,Commercial,Education Payments,Good,Low,Low,754,31%,KEEP,
/solutions/enterprise,Solution / industry,Yes,Yes,Yes,https://paynancial.com/solutions/enterprise,No,Yes,Header+Footer,14,Commercial,Enterprise Payments,Good,Low,Low,784,29%,KEEP,
/solutions/healthcare,Solution / industry,Yes,Yes,Yes,https://paynancial.com/solutions/healthcare,No,Yes,Header+Footer,9,Commercial,Healthcare Payments,Good,Low,Low,790,31%,KEEP,
/solutions/hospitality,Solution / industry,Yes,Yes,Yes,https://paynancial.com/solutions/hospitality,No,Yes,Header+Footer,10,Commercial,Hospitality Payments,Good,Low,Low,735,35%,KEEP,
/solutions/professional-services,Solution / industry,Yes,Yes,Yes,https://paynancial.com/solutions/professional-services,No,Yes,Header,9,Commercial,Payments for Professional Services,Good,Low,Low,749,29%,KEEP,
/solutions/retail,Solution / industry,Yes,Yes,Yes,https://paynancial.com/solutions/retail,No,Yes,Header+Footer,12,Commercial,Retail Payments,Good,Low,Low,729,33%,KEEP,
/solutions/travel,Solution / industry,Yes,Yes,Yes,https://paynancial.com/solutions/travel,No,Yes,Header+Footer,10,Commercial,Travel Payments,Good,Low,Low,818,35%,KEEP,
/contact,Utility / form,Yes,Yes,Yes,https://paynancial.com/contact,No,Yes,Header+Footer,182,Transactional,Contact Paynancial,Low,Low,High,58,2%,KEEP,
/partner/register,Utility / form,Yes,Yes,Yes,https://paynancial.com/partner/register,No,Yes,—,1,Transactional,Become a Paynancial Partner,Medium,Low,Medium,315,6%,KEEP,
/signup,Utility / form,Yes,Yes,Yes,https://paynancial.com/signup,No,Yes,—,0,Transactional,Create Your Paynancial Account,Low,Low,High,71,6%,NOINDEX + remove from sitemap,"Utility form, no inbound links"
